method,n_selected,functional_hit_rate,mean_fitness,best_fitness,mean_edit_distance,constraint_satisfaction_rate,joint_success_rate,task_idx,dataset_id,objective,edit_budget,seed
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,0
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,0
random,50,0.84,0.8520050043516102,0.997171453437772,2.6,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,1
random,50,0.76,0.8282180156657966,0.9976066144473456,2.7,1.0,0.76,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,2
random,50,0.88,0.8539251523063532,0.9980417754569191,2.76,1.0,0.88,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,3
random,50,0.84,0.873983899042646,0.998585726718886,2.58,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,7,F7YBW8_MESOW_Aakre_2015,fragility_aware,3,4
random,50,0.48,0.6083257180156657,0.9984769364664926,2.86,1.0,0.48,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0
novelty,50,0.08,0.43006092254134026,0.917319408181027,3.0,1.0,0.08,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0
objective_only,50,0.22,0.48956048738033076,0.9984769364664926,2.78,1.0,0.22,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,0
random,50,0.56,0.6710770234986946,0.980526544821584,2.84,1.0,0.56,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1
novelty,50,0.08,0.43006092254134026,0.917319408181027,3.0,1.0,0.08,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1
objective_only,50,0.22,0.48956048738033076,0.9984769364664926,2.78,1.0,0.22,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,1
random,50,0.5,0.6760258920800696,0.9860748476936466,2.88,1.0,0.5,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2
novelty,50,0.08,0.43006092254134026,0.917319408181027,3.0,1.0,0.08,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2
objective_only,50,0.22,0.48956048738033076,0.9984769364664926,2.78,1.0,0.22,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,2
random,50,0.48,0.6252632724107919,0.9894473455178416,2.92,1.0,0.48,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3
novelty,50,0.08,0.43006092254134026,0.917319408181027,3.0,1.0,0.08,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3
objective_only,50,0.22,0.48956048738033076,0.9984769364664926,2.78,1.0,0.22,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,3
random,50,0.38,0.6366122715404701,0.9939077458659704,2.8,1.0,0.38,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4
novelty,50,0.08,0.43006092254134026,0.917319408181027,3.0,1.0,0.08,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4
objective_only,50,0.22,0.48956048738033076,0.9984769364664926,2.78,1.0,0.22,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,8,F7YBW8_MESOW_Aakre_2015,motif_avoidance,3,4
random,50,0.18,0.4410476501305483,0.9478894691035683,3.6,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,0
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,9,F7YBW8_MESOW_Aakre_2015,novelty,5,0
objective_only,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,0
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,9,F7YBW8_MESOW_Aakre_2015,novelty,5,0
editguard_guided,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,0
random,50,0.32,0.54568864229765,0.9822671888598782,3.58,1.0,0.32,9,F7YBW8_MESOW_Aakre_2015,novelty,5,1
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,9,F7YBW8_MESOW_Aakre_2015,novelty,5,1
objective_only,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,1
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,9,F7YBW8_MESOW_Aakre_2015,novelty,5,1
editguard_guided,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,1
random,50,0.24,0.45260226283724975,0.9899912967798086,3.6,1.0,0.24,9,F7YBW8_MESOW_Aakre_2015,novelty,5,2
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,9,F7YBW8_MESOW_Aakre_2015,novelty,5,2
objective_only,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,2
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,9,F7YBW8_MESOW_Aakre_2015,novelty,5,2
editguard_guided,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,2
random,50,0.18,0.5048041775456918,0.9189512619669278,3.74,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,3
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,9,F7YBW8_MESOW_Aakre_2015,novelty,5,3
objective_only,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,3
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,9,F7YBW8_MESOW_Aakre_2015,novelty,5,3
editguard_guided,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,3
random,50,0.28,0.528585726718886,0.9880330722367275,3.48,1.0,0.28,9,F7YBW8_MESOW_Aakre_2015,novelty,5,4
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,9,F7YBW8_MESOW_Aakre_2015,novelty,5,4
objective_only,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,4
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,9,F7YBW8_MESOW_Aakre_2015,novelty,5,4
editguard_guided,50,0.18,0.45707463011314187,0.8765230635335074,4.0,1.0,0.18,9,F7YBW8_MESOW_Aakre_2015,novelty,5,4
random,50,0.76,0.8292776327241078,0.9972802436901653,2.76,1.0,0.76,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0
random,50,0.84,0.8520050043516102,0.997171453437772,2.6,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1
random,50,0.76,0.8282180156657966,0.9976066144473456,2.7,1.0,0.76,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2
random,50,0.88,0.8539251523063532,0.9980417754569191,2.76,1.0,0.88,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3
random,50,0.84,0.873983899042646,0.998585726718886,2.58,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4
novelty,50,0.8,0.8211640557006092,0.9583333333333334,3.0,1.0,0.8,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4
objective_only,50,0.84,0.8334105744125325,0.9984769364664926,2.74,1.0,0.84,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4
dms_prior_rerank,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4
editguard_guided,50,1.0,0.9823455178416013,0.9997824194952132,1.38,1.0,1.0,10,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4
random,50,0.18,0.4410476501305483,0.9478894691035683,3.6,1.0,0.18,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0
objective_only,50,0.14,0.43804503916449095,0.8765230635335074,3.88,1.0,0.14,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0
random,50,0.32,0.54568864229765,0.9822671888598782,3.58,1.0,0.32,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1
objective_only,50,0.14,0.43804503916449095,0.8765230635335074,3.88,1.0,0.14,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1
random,50,0.24,0.45260226283724975,0.9899912967798086,3.6,1.0,0.24,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2
objective_only,50,0.14,0.43804503916449095,0.8765230635335074,3.88,1.0,0.14,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2
random,50,0.18,0.5048041775456918,0.9189512619669278,3.74,1.0,0.18,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3
objective_only,50,0.14,0.43804503916449095,0.8765230635335074,3.88,1.0,0.14,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3
random,50,0.28,0.528585726718886,0.9880330722367275,3.48,1.0,0.28,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4
novelty,50,0.08,0.39929830287206264,0.8699956483899043,4.0,1.0,0.08,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4
objective_only,50,0.14,0.43804503916449095,0.8765230635335074,3.88,1.0,0.14,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4
dms_prior_rerank,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4
editguard_guided,50,1.0,0.9881157528285465,0.9997824194952132,1.36,1.0,1.0,11,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4
random,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,0
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,0
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,0
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,0
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,0
random,33,0.5151515151515151,0.6585222965056173,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,1
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,1
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,1
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,1
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,1
random,33,0.5151515151515151,0.6585222965056173,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,2
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,2
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,2
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,2
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,2
random,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,3
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,3
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,3
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,3
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,3
random,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,4
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,4
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,4
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,4
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,12,GCN4_YEAST_Staller_2018,novelty,1,4
random,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,0
novelty,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,0
objective_only,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,0
dms_prior_rerank,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,0
editguard_guided,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,0
random,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,1
novelty,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,1
objective_only,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,1
dms_prior_rerank,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,1
editguard_guided,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,1
random,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,2
novelty,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,2
objective_only,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,2
dms_prior_rerank,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,2
editguard_guided,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,2
random,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,3
novelty,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,3
objective_only,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,3
dms_prior_rerank,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,3
editguard_guided,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,3
random,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,4
novelty,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,4
objective_only,26,0.5769230769230769,0.7172537470111391,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,4
dms_prior_rerank,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,4
editguard_guided,26,0.5769230769230769,0.7172537470111389,0.9268385140257771,1.0,1.0,0.5769230769230769,13,GCN4_YEAST_Staller_2018,fragility_aware,1,4
random,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,0
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,0
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,0
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,0
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,0
random,33,0.5151515151515151,0.6585222965056173,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,1
novelty,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,1
objective_only,33,0.5151515151515151,0.6585222965056172,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,1
dms_prior_rerank,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,1
editguard_guided,33,0.5151515151515151,0.6585222965056171,0.9268385140257771,1.0,1.0,0.5151515151515151,14,GCN4_YEAST_Staller_2018,motif_avoidance,1,1
