task_idx,dataset_id,objective,edit_budget,seed,method,score_col,n_selected,functional_hit_rate,mean_fitness,best_fitness,mean_edit_distance,constraint_satisfaction_rate,joint_success_rate
30,GFP_AEQVI_Sarkisyan_2016,novelty,3,1,esm_if_rerank,esm_if_score,50,0.66,0.7885620915032681,0.999516571914762,2.02,1.0,0.66
30,GFP_AEQVI_Sarkisyan_2016,novelty,3,2,esm_if_rerank,esm_if_score,50,0.78,0.8286916502301118,0.9971574428588004,2.02,1.0,0.78
30,GFP_AEQVI_Sarkisyan_2016,novelty,3,3,esm_if_rerank,esm_if_score,50,0.54,0.7685756274896548,0.9908922148741153,2.18,1.0,0.54
30,GFP_AEQVI_Sarkisyan_2016,novelty,3,4,esm_if_rerank,esm_if_score,50,0.74,0.806925397377886,0.9971574428588004,2.12,1.0,0.74
31,GFP_AEQVI_Sarkisyan_2016,fragility_aware,3,0,esm_if_rerank,esm_if_score,50,0.78,0.8407379046293073,0.999516571914762,2.04,1.0,0.78
31,GFP_AEQVI_Sarkisyan_2016,fragility_aware,3,1,esm_if_rerank,esm_if_score,50,0.68,0.8072224155934562,0.9948176509262482,2.04,1.0,0.68
31,GFP_AEQVI_Sarkisyan_2016,fragility_aware,3,2,esm_if_rerank,esm_if_score,50,0.76,0.8368546235062072,0.9916850369339058,2.1,1.0,0.76
31,GFP_AEQVI_Sarkisyan_2016,fragility_aware,3,3,esm_if_rerank,esm_if_score,50,0.7,0.8212035425610087,0.999516571914762,2.02,1.0,0.7
31,GFP_AEQVI_Sarkisyan_2016,fragility_aware,3,4,esm_if_rerank,esm_if_score,50,0.74,0.8403496151912442,0.999516571914762,2.18,1.0,0.74
32,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,3,0,esm_if_rerank,esm_if_score,50,0.66,0.7918536566500367,0.9971574428588004,2.06,1.0,0.66
32,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,3,1,esm_if_rerank,esm_if_score,50,0.62,0.7695842518466953,0.9948176509262482,2.06,1.0,0.62
32,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,3,2,esm_if_rerank,esm_if_score,50,0.68,0.7957721313377424,0.9948176509262482,2.06,1.0,0.68
32,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,3,3,esm_if_rerank,esm_if_score,50,0.7,0.7928081370615309,0.999516571914762,2.08,1.0,0.7
32,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,3,4,esm_if_rerank,esm_if_score,50,0.72,0.8053985381134703,0.9948176509262482,2.08,1.0,0.72
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,0,esm_if_rerank,esm_if_score,50,0.6,0.7812596202188962,0.999516571914762,2.5,1.0,0.6
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,1,esm_if_rerank,esm_if_score,50,0.62,0.7714850910778511,0.9994005491743049,2.36,1.0,0.62
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,2,esm_if_rerank,esm_if_score,50,0.66,0.7945685887767336,0.9948176509262482,2.34,1.0,0.66
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,3,esm_if_rerank,esm_if_score,50,0.7,0.808903198360212,0.9935994121514483,2.34,1.0,0.7
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,4,esm_if_rerank,esm_if_score,50,0.72,0.7884588312642612,0.9984336930038288,2.06,1.0,0.72
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,0,esm_if_rerank,esm_if_score,50,0.64,0.788789496074564,0.9907568550102487,2.36,1.0,0.64
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,1,esm_if_rerank,esm_if_score,50,0.68,0.8142638357117995,0.9994005491743049,2.48,1.0,0.68
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,2,esm_if_rerank,esm_if_score,50,0.62,0.8144939474803727,0.9971574428588004,2.38,1.0,0.62
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,3,esm_if_rerank,esm_if_score,50,0.66,0.8172533549909115,0.9971574428588004,2.2,1.0,0.66
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,4,esm_if_rerank,esm_if_score,50,0.74,0.8307518273581622,0.9907568550102487,2.18,1.0,0.74
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,0,esm_if_rerank,esm_if_score,50,0.66,0.7838163746761032,0.9994005491743049,2.4,1.0,0.66
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,1,esm_if_rerank,esm_if_score,50,0.74,0.8016328267007001,0.9891325366438488,2.4,1.0,0.74
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,2,esm_if_rerank,esm_if_score,50,0.66,0.802875816993464,0.9916850369339058,2.48,1.0,0.66
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,3,esm_if_rerank,esm_if_score,50,0.72,0.8252384267316394,0.9994005491743049,2.16,1.0,0.72
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,4,esm_if_rerank,esm_if_score,50,0.68,0.7788815407819933,0.9984336930038288,2.38,1.0,0.68
