task_idx,dataset_id,objective,edit_budget,seed,method,beta,n_proposals,n_selected,n_labeled,labeled_fraction,functional_hit_rate_labeled,joint_success_rate_labeled,first_functional_rank,mean_edit_distance,mean_prior_function_prob,mean_plm_score
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,2,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.24,0.2579654579217362,
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,3,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.42,0.2601231148564396,
33,GFP_AEQVI_Sarkisyan_2016,novelty,5,4,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.1,0.26412832453476476,
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,0,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.16,0.25591337121775415,
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,1,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.42,0.2602366876404815,
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,2,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,3.92,0.26163565521070475,
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,3,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.66,0.25879076413566277,
34,GFP_AEQVI_Sarkisyan_2016,fragility_aware,5,4,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.42,0.25987483288854596,
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,0,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.42,0.2585971070903446,
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,1,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.46,0.2624339527208928,
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,2,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.38,0.2597242709159667,
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,3,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.4,0.2597289734629307,
35,GFP_AEQVI_Sarkisyan_2016,motif_avoidance,5,4,editguard_diffusion_dplm,1.0,200,50,0,0.0,,,,4.1,0.2622158866874378,
